DriverNumber,TeamName,Position,ClassifiedPosition,GridPosition,Points,Season,EventName,EventDate,PitstopCount,TireStrategy0,TireStrategy,Overtakes,DriverFastestLap_s,AvgLapTime_s,AvgSpeedTrap_kmh,TrackTemp_Mean,AirTemp_Mean,Humidity_Mean,WindSpeed_Mean,Rainfall_Amount,WeatherConditions
14,Aston_Martin,9,9,8,2,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,6,82.745,85.2049,290.2608696,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
18,Aston_Martin,10,10,14,1,2023,Hungarian Grand Prix,7/23/23,2,SOFT > HARD,SOFT_HARD,12,83.425,85.55433333,292.1956522,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
14,Aston_Martin,5,5,9,10,2023,Belgian Grand Prix,7/30/23,2,MEDIUM > SOFT,MEDIUM_SOFT,5,110.938,113.7871364,304.969697,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
14,Aston_Martin,15,15,7,0,2023,Singapore Grand Prix,9/17/23,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,5,96.456,103.4058852,283.42,36.42215909,29.84431818,72.02840909,1.415909091,0,Clear
14,Aston_Martin,8,8,10,4,2023,Japanese Grand Prix,9/24/23,2,SOFT > HARD,SOFT_HARD,7,97.203,100.68494,284.9056604,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
18,Aston_Martin,18,,17,0,2023,Japanese Grand Prix,9/24/23,2,SOFT > MEDIUM,SOFT_MEDIUM,6,99.05,104.8075294,266,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
14,Aston_Martin,6,6,4,8,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,11,86.045,92.06441071,290.902439,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
18,Aston_Martin,11,11,16,0,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,16,86.352,93.52315789,299.6530612,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
18,Aston_Martin,7,7,20,6,2023,United States Grand Prix,10/22/23,2,HARD > MEDIUM,HARD_MEDIUM,17,99.908,103.03675,304.8571429,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
14,Aston_Martin,16,,19,0,2023,United States Grand Prix,10/22/23,3,MEDIUM > HARD,MEDIUM_HARD,12,99.954,103.6372857,304.8367347,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
18,Aston_Martin,17,17,0,0,2023,Mexico City Grand Prix,10/29/23,3,MEDIUM > HARD,MEDIUM_HARD,12,83.257,87.45212308,328.8703704,45.63947368,25.54736842,23.55263158,1.49,0,Clear
14,Aston_Martin,18,,13,0,2023,Mexico City Grand Prix,10/29/23,3,MEDIUM > HARD,MEDIUM_HARD,7,83.531,88.68593478,321.4634146,45.63947368,25.54736842,23.55263158,1.49,0,Clear
18,Aston_Martin,5,5,19,10,2023,Las Vegas Grand Prix,11/19/23,2,SOFT > HARD,SOFT_HARD,11,96.584,101.5845,282.9,17.99444444,18.05,47.36111111,2.300925926,0,Windy
14,Aston_Martin,9,9,9,2,2023,Las Vegas Grand Prix,11/19/23,2,MEDIUM > HARD,MEDIUM_HARD,14,96.559,102.5866087,288.74,17.99444444,18.05,47.36111111,2.300925926,0,Windy
14,Aston_Martin,7,7,7,6,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,16,88.256,90.72648276,309.0344828,33.46089744,26.96282051,51,1.794871795,0,Clear
18,Aston_Martin,10,10,13,1,2023,Abu Dhabi Grand Prix,11/26/23,2,HARD > MEDIUM,HARD_MEDIUM,14,88.05,91.00441379,307.0517241,33.46089744,26.96282051,51,1.794871795,0,Clear
18,Aston_Martin,12,12,19,0,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,16,97.146,103.4992456,278.5925926,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
27,Aston_Martin,17,17,17,0,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,9,98.201,103.8142632,283.754717,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
18,Aston_Martin,12,12,19,0,2022,Australian Grand Prix,4/10/22,3,HARD > MEDIUM,HARD_MEDIUM,11,83.592,91.22010526,280.8421053,37.40833333,26.6974359,43.65384615,1.812820513,0,Clear
5,Aston_Martin,17,17,0,0,2022,Miami Grand Prix,5/8/22,2,HARD > MEDIUM,HARD_MEDIUM,12,93.479,99.78715094,293.8333333,42.81975309,30.61728395,58.85802469,2.267283951,9,Rainy
5,Aston_Martin,11,11,16,0,2022,Spanish Grand Prix,5/22/22,2,SOFT > MEDIUM,SOFT_MEDIUM,16,87.629,90.26304615,298.0333333,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
18,Aston_Martin,15,15,17,0,2022,Spanish Grand Prix,5/22/22,3,SOFT > MEDIUM,SOFT_MEDIUM,8,86.876,90.8124,296.2586207,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
18,Aston_Martin,16,16,19,0,2022,Azerbaijan Grand Prix,6/12/22,2,HARD > MEDIUM,HARD_MEDIUM,5,108.038,113.4648667,312.7391304,47.14968944,25.43540373,59.49068323,1.529192547,0,Clear
5,Aston_Martin,12,12,16,0,2022,Canadian Grand Prix,6/19/22,2,MEDIUM > HARD,MEDIUM_HARD,8,77.956,83.2286,300.6,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
5,Aston_Martin,9,9,18,2,2022,British Grand Prix,7/3/22,3,SOFT > MEDIUM,SOFT_MEDIUM,9,92.471,98.75674,286.1538462,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
18,Aston_Martin,11,11,20,0,2022,British Grand Prix,7/3/22,3,MEDIUM > HARD,MEDIUM_HARD,11,92.379,99.8697451,297.5384615,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
18,Aston_Martin,13,13,12,0,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD,MEDIUM_HARD,12,70.004,72.76841429,291.4285714,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
5,Aston_Martin,17,17,18,0,2022,Austrian Grand Prix,7/10/22,2,HARD > MEDIUM > None,HARD_MEDIUM,17,70,72.87348571,296.5857143,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
5,Aston_Martin,10,10,18,1,2022,Hungarian Grand Prix,7/31/22,2,SOFT > MEDIUM,SOFT_MEDIUM,15,82.824,86.77018841,281.3050847,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
18,Aston_Martin,11,11,14,0,2022,Hungarian Grand Prix,7/31/22,2,SOFT > MEDIUM,SOFT_MEDIUM,14,82.437,86.88049275,280.9833333,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
5,Aston_Martin,8,8,10,4,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,8,112.515,115.8968571,303.6176471,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
18,Aston_Martin,11,11,9,0,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,12,112.88,116.6225476,305.5789474,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
18,Aston_Martin,18,,12,0,2022,Italian Grand Prix,9/11/22,2,MEDIUM > HARD,MEDIUM_HARD,6,87.467,89.49110256,315.6944444,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
5,Aston_Martin,8,8,10,4,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,12,101.538,104.4283,280.4642857,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
18,Aston_Martin,15,15,20,0,2022,Mexico City Grand Prix,10/30/22,2,MEDIUM > SOFT,MEDIUM_SOFT,6,82.463,85.52402857,323.1276596,41.68909091,24.31272727,34.44242424,1.336969697,0,Clear
18,Aston_Martin,10,10,15,1,2022,Sao Paulo Grand Prix,11/13/22,2,MEDIUM > SOFT,MEDIUM_SOFT,15,74.831,83.62811268,279.6875,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
5,Aston_Martin,11,11,9,0,2022,Sao Paulo Grand Prix,11/13/22,2,SOFT > MEDIUM,SOFT_MEDIUM,11,75.549,83.66516901,283.5074627,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
18,Aston_Martin,8,8,14,4,2022,Abu Dhabi Grand Prix,11/20/22,2,MEDIUM > HARD,MEDIUM_HARD,9,89.62,92.11801724,297.3103448,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
44,Ferrari,19,,5,0,2025,Chinese Grand Prix,3/23/25,2,MEDIUM > HARD,MEDIUM_HARD,5,95.069,97.86441071,317.875,35.81688312,27.21558442,18.23376623,2.188311688,0,Clear
16,Ferrari,4,4,2,12,2025,Bahrain Grand Prix,4/13/25,2,MEDIUM > HARD,MEDIUM_HARD,4,96.132,100.0186429,291.4583333,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
44,Ferrari,5,5,9,10,2025,Bahrain Grand Prix,4/13/25,2,MEDIUM > HARD,MEDIUM_HARD,11,96.235,100.2720357,299.5625,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
44,Ferrari,4,4,12,12,2025,Emilia Romagna Grand Prix,5/18/25,2,HARD > MEDIUM,HARD_MEDIUM,10,78.265,87.42150794,273.4444444,42.664,23.96466667,38.30666667,3.248,0,Windy
16,Ferrari,6,6,11,8,2025,Emilia Romagna Grand Prix,5/18/25,2,MEDIUM > HARD,MEDIUM_HARD,14,79.048,87.52338095,273.031746,42.664,23.96466667,38.30666667,3.248,0,Windy
16,Ferrari,2,2,2,18,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD,MEDIUM_HARD,3,74.055,77.39710256,276.2564103,43.3175,22.209375,52.51875,0.979375,0,Clear
44,Ferrari,5,5,7,10,2025,Monaco Grand Prix,5/25/25,2,HARD > MEDIUM,HARD_MEDIUM,2,74.09,78.01576923,275.0769231,43.3175,22.209375,52.51875,0.979375,0,Clear
16,Ferrari,3,3,7,15,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,9,77.259,84.66409091,301.1666667,48.54322581,29.12,54.62580645,1.632903226,0,Clear
44,Ferrari,6,6,5,8,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,7,77.706,84.74065152,300.9512195,48.54322581,29.12,54.62580645,1.632903226,0,Clear
16,Ferrari,3,3,2,15,2025,Austrian Grand Prix,6/29/25,2,MEDIUM > HARD,MEDIUM_HARD,4,68.765,72.10732857,291.7571429,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
44,Ferrari,4,4,4,12,2025,Austrian Grand Prix,6/29/25,2,MEDIUM > HARD,MEDIUM_HARD,4,68.628,72.23875714,291.2571429,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
16,Ferrari,14,14,6,0,2025,British Grand Prix,7/6/25,2,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,8,90.819,108.8095745,277.5961538,23.57870968,17.91741935,78.37419355,1.483225806,28,Rainy
16,Ferrari,4,4,1,12,2025,Hungarian Grand Prix,8/3/25,2,MEDIUM > HARD,MEDIUM_HARD,4,80.44,82.26844286,286.5,32.72993631,22.08216561,57.24203822,2.150955414,0,Clear
16,Ferrari,19,,6,0,2025,Dutch Grand Prix,8/31/25,2,MEDIUM > HARD,MEDIUM_HARD,2,74.557,78.78880769,294.7659574,27.96352201,20.07735849,71.17610063,2.170440252,0,Clear
44,Ferrari,8,8,6,4,2025,Singapore Grand Prix,10/5/25,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,4,93.808,98.42932258,279.5813953,33.85217391,29.07204969,74.36024845,1.111180124,6,Rainy
44,Ferrari,8,8,3,4,2025,Mexico City Grand Prix,10/26/25,2,SOFT > MEDIUM,SOFT_MEDIUM,7,80.601,83.59183099,325.2459016,50.5882716,26.40555556,23.2345679,1.847530864,0,Clear
55,Ferrari,3,3,4,15,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,5,94.507,97.01494737,301.244898,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
16,Ferrari,4,4,2,12,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,7,94.09,97.27036842,299.32,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
55,Ferrari,1,1,2,25,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,1,80.031,83.22143103,287.9215686,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
16,Ferrari,2,2,4,19,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,7,79.813,83.26222414,289.5098039,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
55,Ferrari,3,3,4,15,2024,Japanese Grand Prix,4/7/24,3,MEDIUM > HARD,MEDIUM_HARD,9,93.841,98.13513725,294.4528302,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
16,Ferrari,4,4,8,12,2024,Japanese Grand Prix,4/7/24,2,MEDIUM > HARD,MEDIUM_HARD,8,95.044,98.53758824,291.6415094,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
16,Ferrari,5,5,5,10,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM,SOFT_MEDIUM,9,77.897,80.65054545,311.1481481,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
55,Ferrari,6,6,6,8,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM > HARD,SOFT_HARD,8,78.539,80.77659091,307.3392857,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
55,Ferrari,3,3,4,15,2024,Austrian Grand Prix,6/30/24,2,MEDIUM > HARD,MEDIUM_HARD,6,69.282,71.37085915,295.6197183,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
55,Ferrari,5,5,7,11,2024,British Grand Prix,7/7/24,3,MEDIUM > INTERMEDIATE > HARD > SOFT,MEDIUM_SOFT,3,88.293,96.04571154,300.2307692,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
16,Ferrari,14,14,11,0,2024,British Grand Prix,7/7/24,3,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,4,89.748,97.7947451,301.5686275,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
16,Ferrari,4,4,6,12,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,7,82.182,84.30964286,291.6888889,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
55,Ferrari,6,6,4,8,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,9,81.441,84.35802857,292.3658537,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
16,Ferrari,3,3,1,15,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,7,107.013,109.2179318,311.5,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
55,Ferrari,6,6,7,8,2024,Belgian Grand Prix,7/28/24,2,HARD > MEDIUM,HARD_MEDIUM,8,106.364,109.4735227,312.7777778,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
16,Ferrari,3,3,4,16,2024,Mexico City Grand Prix,10/27/24,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,1,78.336,85.77728169,316.6909091,35.60251572,19.88867925,51.05031447,2.150943396,0,Clear
55,Ferrari,3,3,2,15,2024,Las Vegas Grand Prix,11/23/24,2,MEDIUM > HARD,MEDIUM_HARD,9,95.875,98.7575,320.1,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
16,Ferrari,4,4,4,12,2024,Las Vegas Grand Prix,11/23/24,2,MEDIUM > HARD,MEDIUM_HARD,8,95.674,98.80504,313.62,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
16,Ferrari,2,2,5,18,2024,Qatar Grand Prix,12/1/24,3,MEDIUM > HARD,MEDIUM_HARD,3,83.242,93.57574545,281.7083333,22.77350993,18.92649007,57.25165563,1.657615894,0,Clear
55,Ferrari,6,6,7,8,2024,Qatar Grand Prix,12/1/24,3,MEDIUM > HARD,MEDIUM_HARD,4,83.465,96.18945614,292.66,22.77350993,18.92649007,57.25165563,1.657615894,0,Clear
55,Ferrari,4,4,4,12,2023,Bahrain Grand Prix,3/5/23,2,SOFT > HARD,SOFT_HARD,4,97.13,99.73312281,297.452381,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
16,Ferrari,19,,3,0,2023,Bahrain Grand Prix,3/5/23,2,SOFT > HARD,SOFT_HARD,3,97.17,99.64405128,297.4242424,31.01180124,27.43167702,21.49689441,0.683229814,0,Clear
55,Ferrari,5,5,2,10,2023,Spanish Grand Prix,6/4/23,2,SOFT > MEDIUM > HARD,SOFT_HARD,8,78.403,80.66118182,304.902439,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
16,Ferrari,11,11,19,0,2023,Spanish Grand Prix,6/4/23,2,HARD > SOFT,HARD_SOFT,21,78.357,81.09634848,314.2037037,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
16,Ferrari,2,2,2,18,2023,Austrian Grand Prix,7/2/23,3,MEDIUM > HARD,MEDIUM_HARD,2,68.82,72.37692958,294.1126761,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
55,Ferrari,6,6,3,8,2023,Austrian Grand Prix,7/2/23,3,MEDIUM > HARD,MEDIUM_HARD,5,68.88,72.60540845,296.1408451,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
16,Ferrari,9,9,4,2,2023,British Grand Prix,7/9/23,2,MEDIUM > HARD,MEDIUM_HARD,5,91.255,98.76205769,294.3269231,30.9410596,21.47350993,56.18543046,3.02384106,0,Windy
16,Ferrari,7,7,6,6,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,7,82.469,85.05644286,292.1276596,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
55,Ferrari,8,8,11,4,2023,Hungarian Grand Prix,7/23/23,2,SOFT > HARD,SOFT_HARD,7,82.584,85.13867143,292.46,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
16,Ferrari,3,3,1,15,2023,Belgian Grand Prix,7/30/23,2,SOFT > MEDIUM,SOFT_MEDIUM,0,110.436,113.2433864,302.8,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
55,Ferrari,19,,4,0,2023,Belgian Grand Prix,7/30/23,2,SOFT > MEDIUM,SOFT_MEDIUM,3,113.138,117.1236957,304.9047619,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
16,Ferrari,4,4,4,12,2023,Japanese Grand Prix,9/24/23,2,MEDIUM > HARD,MEDIUM_HARD,5,96.362,100.03676,287.1698113,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
55,Ferrari,6,6,6,8,2023,Japanese Grand Prix,9/24/23,2,MEDIUM > HARD,MEDIUM_HARD,10,96.187,100.17446,289.0943396,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
16,Ferrari,5,5,5,10,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,15,84.992,91.91016071,291.3018868,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
55,Ferrari,3,3,4,15,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,8,100.034,102.4374286,302.2321429,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
16,Ferrari,3,3,1,15,2023,Mexico City Grand Prix,10/29/23,2,MEDIUM > HARD,MEDIUM_HARD,1,82.332,84.19160294,318.2068966,45.63947368,25.54736842,23.55263158,1.49,0,Clear
55,Ferrari,4,4,2,12,2023,Mexico City Grand Prix,10/29/23,2,MEDIUM > HARD,MEDIUM_HARD,1,82.539,84.40054412,318.5471698,45.63947368,25.54736842,23.55263158,1.49,0,Clear
55,Ferrari,6,6,12,8,2023,Las Vegas Grand Prix,11/19/23,2,MEDIUM > HARD,MEDIUM_HARD,14,95.984,101.9169565,281.8,17.99444444,18.05,47.36111111,2.300925926,0,Windy
16,Ferrari,2,2,2,18,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,7,88.199,90.35546552,305.1551724,33.46089744,26.96282051,51,1.794871795,0,Clear
55,Ferrari,18,18,16,0,2023,Abu Dhabi Grand Prix,11/26/23,3,HARD > SOFT,HARD_SOFT,13,89.452,91.41970175,303.2280702,33.46089744,26.96282051,51,1.794871795,0,Clear
16,Ferrari,1,1,1,26,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,1,94.57,100.6977091,277.4782609,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
55,Ferrari,2,2,3,18,2022,Bahrain Grand Prix,3/20/22,3,SOFT > MEDIUM,SOFT_MEDIUM,5,95.74,102.7926667,278.7142857,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
55,Ferrari,4,4,3,12,2022,Spanish Grand Prix,5/22/22,3,SOFT > MEDIUM,SOFT_MEDIUM,12,85.985,89.17701515,303.0508475,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
16,Ferrari,20,,1,0,2022,Spanish Grand Prix,5/22/22,2,SOFT > MEDIUM,SOFT_MEDIUM,0,87.03,89.69103704,294.6190476,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
16,Ferrari,19,,1,0,2022,Azerbaijan Grand Prix,6/12/22,2,MEDIUM > HARD,MEDIUM_HARD,2,107.531,112.38645,304.75,47.14968944,25.43540373,59.49068323,1.529192547,0,Clear
55,Ferrari,2,2,3,19,2022,Canadian Grand Prix,6/19/22,2,MEDIUM > HARD,MEDIUM_HARD,4,75.749,82.61071429,296.7857143,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
55,Ferrari,1,1,1,25,2022,British Grand Prix,7/3/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,6,90.813,94.32280851,281.6153846,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
16,Ferrari,4,4,3,12,2022,British Grand Prix,7/3/22,2,MEDIUM > HARD,MEDIUM_HARD,7,91.282,95.70135417,293.4807692,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
16,Ferrari,1,1,2,25,2022,Austrian Grand Prix,7/10/22,3,MEDIUM > HARD,MEDIUM_HARD,5,67.583,71.32833803,293.028169,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
55,Ferrari,18,,3,0,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,4,68.649,71.16046429,290.0535714,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
55,Ferrari,5,5,19,11,2022,French Grand Prix,7/24/22,2,HARD > MEDIUM,HARD_MEDIUM,16,95.781,102.4713962,309.2264151,54.46171875,30.16484375,47.734375,1.94609375,0,Clear
55,Ferrari,4,4,2,12,2022,Hungarian Grand Prix,7/31/22,2,MEDIUM > SOFT,MEDIUM_SOFT,7,82,85.57844286,276.4642857,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
16,Ferrari,6,6,3,8,2022,Hungarian Grand Prix,7/31/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,5,81.622,85.59941429,277.2678571,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
55,Ferrari,3,3,1,15,2022,Belgian Grand Prix,8/28/22,2,SOFT > MEDIUM > HARD,SOFT_HARD,5,111.977,114.3909762,298.5454545,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
16,Ferrari,6,6,15,8,2022,Belgian Grand Prix,8/28/22,3,SOFT > MEDIUM,SOFT_MEDIUM,12,109.984,115.6982381,303.7435897,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
55,Ferrari,8,8,3,4,2022,Dutch Grand Prix,9/4/22,3,SOFT > MEDIUM > HARD,SOFT_HARD,9,74.643,80.815125,287.3389831,33.44601227,22.73006135,75.3803681,1.06196319,0,Clear
16,Ferrari,2,2,1,18,2022,Italian Grand Prix,9/11/22,3,SOFT > MEDIUM,SOFT_MEDIUM,2,84.336,91.13126415,296.4210526,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
55,Ferrari,4,4,18,12,2022,Italian Grand Prix,9/11/22,2,MEDIUM > SOFT,MEDIUM_SOFT,13,84.42,91.18060377,304.0681818,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
16,Ferrari,3,3,12,15,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,11,99.731,103.09034,288.8214286,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
55,Ferrari,3,3,7,15,2022,Sao Paulo Grand Prix,11/13/22,3,MEDIUM > SOFT,MEDIUM_SOFT,10,73.953,83.3534507,283.2539683,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
16,Ferrari,4,4,5,12,2022,Sao Paulo Grand Prix,11/13/22,3,MEDIUM > SOFT,MEDIUM_SOFT,17,74.253,83.41528169,284.7166667,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
55,Ferrari,4,4,4,12,2022,Abu Dhabi Grand Prix,11/20/22,2,MEDIUM > HARD,MEDIUM_HARD,7,88.879,91.2207931,303.7758621,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
31,Haas_F1_Team,8,8,14,4,2025,Bahrain Grand Prix,4/13/25,2,SOFT > MEDIUM > HARD,SOFT_HARD,13,97.098,101.4680526,296.7358491,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
87,Haas_F1_Team,10,10,20,1,2025,Bahrain Grand Prix,4/13/25,2,SOFT > HARD,SOFT_HARD,13,97.303,101.5268246,304.62,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
87,Haas_F1_Team,17,17,19,0,2025,Emilia Romagna Grand Prix,5/18/25,2,HARD > MEDIUM,HARD_MEDIUM,9,79.521,87.73026984,273.6031746,42.664,23.96466667,38.30666667,3.248,0,Windy
31,Haas_F1_Team,7,7,8,6,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD,MEDIUM_HARD,5,75.157,79.21911688,276.5454545,43.3175,22.209375,52.51875,0.979375,0,Clear
87,Haas_F1_Team,12,12,20,0,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD,MEDIUM_HARD,9,74.855,80.11231579,279.6842105,43.3175,22.209375,52.51875,0.979375,0,Clear
31,Haas_F1_Team,16,16,16,0,2025,Spanish Grand Prix,6/1/25,2,SOFT > MEDIUM,SOFT_MEDIUM,16,78.624,84.99351515,307.8653846,48.54322581,29.12,54.62580645,1.632903226,0,Clear
87,Haas_F1_Team,17,17,14,0,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,14,78.907,84.91575758,306.5098039,48.54322581,29.12,54.62580645,1.632903226,0,Clear
31,Haas_F1_Team,10,10,17,1,2025,Austrian Grand Prix,6/29/25,2,MEDIUM > HARD,MEDIUM_HARD,14,69.55,73.00984058,293.1884058,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
87,Haas_F1_Team,11,11,15,0,2025,Austrian Grand Prix,6/29/25,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,12,69.96,73.22531884,291.0724638,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
87,Haas_F1_Team,11,11,18,0,2025,British Grand Prix,7/6/25,2,HARD > INTERMEDIATE > MEDIUM,HARD_MEDIUM,11,90.921,108.6136596,278.9230769,23.57870968,17.91741935,78.37419355,1.483225806,28,Rainy
